🕘️更新时间,#genre#
CCTV4中文国际（欧洲）,http://home.l-ht.cn:4000/rtp/239.77.1.163:5146
CCTV4中文国际（欧洲）,http://8.138.7.223/tv/migu2.php
CCTV4中文国际（欧洲）,http://183.11.239.36:808/hls/67/index.m3u8
CCTV5体育,http://192.168.30.1:35455/gptv/G_CCTV-5-HQ.m3u8
CCTV5体育,https://itv.stcwl.xyz/udp/239.10.0.102:1025
CCTV5体育,http://192.168.30.1:35455/gptv/G_CCTV-5-HQ.m3u8
CCTV5体育,http://home.l-ht.cn:4000/rtp/239.77.0.170:5146
CCTV5体育,http://sh.lnott.top:880/dx05.m3u8
CCTV5体育,http://183.223.157.33:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://1.195.131.69:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV5体育,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8
CCTV5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8
CCTV5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://www.cdnstv.com:6398/hls/5/index.m3u8
CCTV5体育,http://58.17.48.228:808/hls/5/index.m3u8
CCTV6电影,http://192.168.30.1:35455/gptv/G_CCTV-6-HQ.m3u8
CCTV6电影,https://itv.stcwl.xyz/udp/239.10.0.103:1025
CCTV6电影,http://192.168.30.1:35455/gptv/G_CCTV-6-HQ.m3u8
CCTV6电影,http://home.l-ht.cn:4000/rtp/239.77.0.171:5146
CCTV6电影,http://sh.lnott.top:880/dx06.m3u8
CCTV6电影,http://183.223.157.33:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://1.195.131.69:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV6电影,http://116.9.204.242:9901/tsfile/live/0006_1.m3u8
CCTV6电影,http://116.9.204.242:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://www.cdnstv.com:6398/hls/6/index.m3u8
CCTV6电影,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6电影,http://zzssw01.55555.io:9901/tsfile/live/0006_1.m3u8
CCTV7国防军事,http://192.168.30.1:35455/gptv/G_CCTV-7-HQ.m3u8
CCTV7国防军事,https://itv.stcwl.xyz/udp/239.20.0.198:2194
CCTV7国防军事,http://192.168.30.1:35455/gptv/G_CCTV-7-HQ.m3u8
CCTV7国防军事,http://home.l-ht.cn:4000/rtp/239.77.1.159:5146
CCTV7国防军事,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://sh.lnott.top:880/dx07.m3u8
CCTV7国防军事,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://1.195.131.69:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8
CCTV7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://www.cdnstv.com:6398/hls/7/index.m3u8
CCTV8电视剧,http://192.168.30.1:35455/gptv/G_CCTV-8-HQ.m3u8
CCTV8电视剧,https://itv.stcwl.xyz/udp/239.10.0.104:1025
CCTV8电视剧,http://192.168.30.1:35455/gptv/G_CCTV-8-HQ.m3u8
CCTV8电视剧,http://home.l-ht.cn:4000/rtp/239.77.0.172:5146
CCTV8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://sh.lnott.top:880/dx08.m3u8
CCTV8电视剧,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://1.195.131.69:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV8电视剧,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV8电视剧,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8
CCTV8电视剧,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://116.9.204.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://192.168.30.1:35455/gptv/G_CCTV-9-HQ.m3u8
CCTV9纪录,http://192.168.30.1:35455/gptv/G_CCTV-9-HQ.m3u8
CCTV9纪录,http://sh.lnott.top:880/dx09.m3u8
CCTV9纪录,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://1.195.131.69:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV9纪录,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
CCTV9纪录,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8
CCTV9纪录,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://www.cdnstv.com:6398/hls/9/index.m3u8
CCTV9纪录,http://zqh2333.top:2222/rtp/239.93.25.24:5140
CCTV10科教,http://192.168.30.1:35455/gptv/G_CCTV-10-HQ.m3u8
CCTV10科教,https://itv.stcwl.xyz/udp/239.10.0.210:1025
CCTV10科教,http://192.168.30.1:35455/gptv/G_CCTV-10-HQ.m3u8
CCTV10科教,http://home.l-ht.cn:4000/rtp/239.77.1.113:5146
CCTV10科教,http://sh.lnott.top:880/dx10.m3u8
CCTV10科教,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://1.195.131.69:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV10科教,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8
CCTV10科教,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://www.cdnstv.com:6398/hls/10/index.m3u8
CCTV10科教,http://58.17.48.228:808/hls/10/index.m3u8
CCTV10科教,http://ygbh.site/php/bfgd.php?id=129
CCTV11戏曲,http://192.168.30.1:35455/gptv/G_CCTV-11-HQ.m3u8
CCTV11戏曲,https://itv.stcwl.xyz/udp/239.11.0.24:1025
CCTV11戏曲,http://192.168.30.1:35455/gptv/G_CCTV-11-HQ.m3u8
CCTV11戏曲,http://home.l-ht.cn:4000/rtp/239.77.1.108:5146
CCTV11戏曲,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225815/index.m3u8
CCTV11戏曲,http://39.137.75.230/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no
CCTV11戏曲,http://sh.lnott.top:880/dx11.m3u8
CCTV11戏曲,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://1.195.131.69:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV11戏曲,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://www.cdnstv.com:6398/hls/11/index.m3u8
CCTV12社会与法,http://192.168.30.1:35455/gptv/G_CCTV-12-HQ.m3u8
CCTV12社会与法,https://itv.stcwl.xyz/udp/239.10.0.211:1025
CCTV12社会与法,http://192.168.30.1:35455/gptv/G_CCTV-12-HQ.m3u8
CCTV12社会与法,http://home.l-ht.cn:4000/rtp/239.77.1.109:5146
CCTV12社会与法,http://home.yulei.online:9999/rtp/226.0.2.164:9224
CCTV12社会与法,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
CCTV12社会与法,http://sh.lnott.top:880/dx12.m3u8
CCTV12社会与法,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://1.195.131.69:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV12社会与法,http://116.9.204.242:9901/tsfile/live/0012_1.m3u8
CCTV12社会与法,http://116.9.204.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://www.cdnstv.com:6398/hls/12/index.m3u8
CCTV13新闻,http://192.168.30.1:35455/gptv/G_CCTV-13-HQ.m3u8
CCTV13新闻,https://itv.stcwl.xyz/udp/239.10.0.198:1025
CCTV13新闻,http://192.168.30.1:35455/gptv/G_CCTV-13-HQ.m3u8
CCTV13新闻,http://home.l-ht.cn:4000/rtp/239.77.0.188:5146
CCTV13新闻,http://home.yulei.online:9999/rtp/226.0.2.165:9232
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://sh.lnott.top:880/dx13.m3u8
CCTV13新闻,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://1.195.131.69:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13新闻,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8
CCTV13新闻,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://192.168.30.1:35455/gptv/G_CCTV-14-HQ.m3u8
CCTV14少儿,https://itv.stcwl.xyz/udp/239.10.0.212:1025
CCTV14少儿,http://192.168.30.1:35455/gptv/G_CCTV-14-HQ.m3u8
CCTV14少儿,http://home.l-ht.cn:4000/rtp/239.77.1.161:5146
CCTV14少儿,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225933/index.m3u8
CCTV14少儿,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8
CCTV14少儿,http://sh.lnott.top:880/dx14.m3u8
CCTV14少儿,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://1.195.131.69:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV14少儿,http://58.19.43.46:9901/tsfile/live/1033_1.m3u8
CCTV14少儿,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8
CCTV14少儿,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://192.168.30.1:35455/gptv/G_CCTV-15-HQ.m3u8
CCTV15音乐,https://itv.stcwl.xyz/udp/239.11.0.25:1025
CCTV15音乐,http://192.168.30.1:35455/gptv/G_CCTV-15-HQ.m3u8
CCTV15音乐,http://home.l-ht.cn:4000/rtp/239.77.1.120:5146
CCTV15音乐,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225818/index.m3u8
CCTV15音乐,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8
CCTV15音乐,http://sh.lnott.top:880/dx15.m3u8
CCTV15音乐,http://183.223.157.33:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://1.195.131.69:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV15音乐,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8
CCTV15音乐,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8
CCTV15音乐,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16奥林匹克,https://itv.stcwl.xyz/udp/239.11.0.126:1025
CCTV16奥林匹克,http://home.l-ht.cn:4000/rtp/239.77.0.165:5146
CCTV16奥林匹克,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227125/index.m3u8
CCTV16奥林匹克,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227162/index.m3u8
CCTV16奥林匹克,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV16奥林匹克,http://sh.lnott.top:880/dx16.m3u8
CCTV16奥林匹克,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV16奥林匹克,http://58.17.48.228:808/hls/25/index.m3u8
CCTV16奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV16奥林匹克,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16奥林匹克,http://qjrhc.jydjd.top:2911/udp/225.1.101.133:7523
CCTV17农业农村,http://192.168.30.1:35455/gptv/G_CCTV-17-HQ.m3u8
CCTV17农业农村,https://itv.stcwl.xyz/udp/239.10.0.244:1025
CCTV17农业农村,http://192.168.30.1:35455/gptv/G_CCTV-17-HQ.m3u8
CCTV17农业农村,http://home.l-ht.cn:4000/rtp/239.77.1.121:5146
CCTV17农业农村,http://sh.lnott.top:880/dx17.m3u8
CCTV17农业农村,http://183.223.157.33:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV17农业农村,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
CCTV17农业农村,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV17农业农村,http://www.cdnstv.com:6398/hls/17/index.m3u8
CCTV17农业农村,http://ygbh.site/php/bfgd.php?id=204
CCTV17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8
CCTV17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4K,http://qjrhc.jydjd.top:2911/udp/225.1.1.1:7523
CCTV-4K,http://qjrhc.jydjd.top:2911/udp/225.1.101.109:7523
CGTN英语,https://itv.stcwl.xyz/udp/239.11.0.103:1025
CGTN英语,http://192.168.30.1:35455/gptv/G_CCTV-NEWS.m3u8
CGTN英语,http://home.l-ht.cn:4000/rtp/239.77.0.199:5146
CGTN英语,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN英文记录,https://itv.stcwl.xyz/udp/239.11.0.104:1025
CGTN英文记录,http://home.l-ht.cn:4000/rtp/239.253.43.122:5146
CGTN英文记录,http://183.11.239.36:808/hls/77/index.m3u8
CGTN西班牙语,https://itv.stcwl.xyz/udp/239.11.0.105:1025
CGTN西班牙语,http://home.l-ht.cn:4000/rtp/239.77.0.221:5146
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN西班牙语,http://ygbh.site/php/bfgd.php?id=306
CGTN西班牙语,http://183.11.239.36:808/hls/81/index.m3u8
CGTN法语,https://itv.stcwl.xyz/udp/239.11.0.106:1025
CGTN法语,http://home.l-ht.cn:4000/rtp/239.77.0.228:5146
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN法语,http://ygbh.site/php/bfgd.php?id=307
CGTN法语,http://8.138.7.223/tv/migu2.php
CGTN法语,http://183.11.239.36:808/hls/82/index.m3u8
CGTN俄语,https://itv.stcwl.xyz/udp/239.11.0.107:1025
CGTN俄语,http://home.l-ht.cn:4000/rtp/239.253.43.201:5146
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN俄语,http://120.76.248.139/live/bfgd/4200000309.m3u8
CGTN俄语,http://ygbh.site/php/bfgd.php?id=309
CGTN俄语,http://8.138.7.223/tv/migu2.php
CGTN俄语,http://183.11.239.36:808/hls/85/index.m3u8
CGTN阿拉伯语,https://itv.stcwl.xyz/udp/239.11.0.107:1025
CGTN阿拉伯语,http://home.l-ht.cn:4000/rtp/239.253.43.200:5146
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN阿拉伯语,http://ygbh.site/php/bfgd.php?id=308
CGTN阿拉伯语,http://183.11.239.36:808/hls/84/index.m3u8

💰央视付费,#genre#
文化精品,https://itv.stcwl.xyz/udp/239.11.0.66:1025
文化精品,http://home.l-ht.cn:4000/rtp/239.253.43.27:5146
文化精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
文化精品,http://183.11.239.36:808/hls/97/index.m3u8
风云音乐,https://itv.stcwl.xyz/udp/239.11.0.68:1025
风云音乐,http://home.l-ht.cn:4000/rtp/239.253.43.29:5146
风云音乐,http://sh.lnott.top:880/dx73.m3u8
风云音乐,http://www.lizhinas.top:1009/rtp/239.252.219.87:5140
风云音乐,http://183.11.239.36:808/hls/99/index.m3u8
第一剧场,https://itv.stcwl.xyz/udp/239.11.0.67:1025
第一剧场,http://home.l-ht.cn:4000/rtp/239.253.43.28:5146
第一剧场,http://www.lizhinas.top:1009/rtp/239.252.219.86:5140
第一剧场,http://183.11.239.36:808/hls/98/index.m3u8
风云剧场,https://itv.stcwl.xyz/udp/239.11.0.65:1025
风云剧场,http://home.l-ht.cn:4000/rtp/239.253.43.26:5146
风云剧场,http://sh.lnott.top:880/dx94.m3u8
风云剧场,http://www.lizhinas.top:1009/rtp/239.252.219.89:5140
风云剧场,http://183.11.239.36:808/hls/95/index.m3u8
怀旧剧场,https://itv.stcwl.xyz/udp/239.11.0.64:1025
怀旧剧场,http://home.l-ht.cn:4000/rtp/239.253.43.25:5146
怀旧剧场,http://sh.lnott.top:880/dx95.m3u8
怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
怀旧剧场,http://www.lizhinas.top:1009/rtp/239.252.219.90:5140
怀旧剧场,http://183.11.239.36:808/hls/92/index.m3u8
女性时尚,http://192.168.30.1:35455/gptv/G_NVXINGSS.m3u8
女性时尚,https://itv.stcwl.xyz/udp/239.11.0.62:1025
女性时尚,http://home.l-ht.cn:4000/rtp/239.253.43.8:5146
女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
女性时尚,http://www.lizhinas.top:1009/rtp/239.252.219.94:5140
女性时尚,http://183.11.239.36:808/hls/12/index.m3u8
高尔夫网球,https://itv.stcwl.xyz/udp/239.11.0.61:1025
高尔夫网球,http://home.l-ht.cn:4000/rtp/239.253.43.12:5146
高尔夫网球,http://www.lizhinas.top:1009/rtp/239.252.219.95:5140
风云足球,https://itv.stcwl.xyz/udp/239.11.0.59:1025
风云足球,http://home.l-ht.cn:4000/rtp/239.253.43.20:5146
风云足球,http://sh.lnott.top:880/dx71.m3u8
风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
风云足球,http://www.lizhinas.top:1009/rtp/239.252.219.96:5140
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
世界地理,https://itv.stcwl.xyz/udp/239.11.0.63:1025
世界地理,http://home.l-ht.cn:4000/rtp/239.253.43.7:5146
世界地理,http://sh.lnott.top:880/dx72.m3u8
世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
世界地理,http://ygbh.site/php/bfgd.php?id=177
世界地理,http://www.lizhinas.top:1009/rtp/239.252.219.93:5140
世界地理,http://183.11.239.36:808/hls/11/index.m3u8
兵器科技,https://itv.stcwl.xyz/udp/239.11.0.57:1025
兵器科技,http://home.l-ht.cn:4000/rtp/239.253.43.18:5146
兵器科技,http://sh.lnott.top:880/dx81.m3u8
兵器科技,http://www.lizhinas.top:1009/rtp/239.252.219.98:5140
兵器科技,http://183.11.239.36:808/hls/21/index.m3u8

📡卫视频道,#genre#
浙江卫视,https://itv.stcwl.xyz/udp/239.10.0.179:1025
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://home.l-ht.cn:4000/rtp/239.77.1.33:5146
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8###HLS\\n
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
